"locality","lon","lat","emergence","host","host.gen","radius","ENM_avz_sd","ENM_avm_sd","ENM_avs_sd"
"SinthionMaleme",-13.916667,13.8167,0.12962963,"maize","BiuYellowXC-10",50000,0.0700310602951302,0.0589504043711644,0.0416975470327823
"Tamale",-0.8393,9.40079,0.111111111,"sorghum","IS-2652",50000,0.0990946970293078,0.0979643652653409,0.0892485342527618
"Tamale",-0.8393,9.40079,0.333333333,"sorghum","IS-3469",50000,0.0990946970293078,0.0979643652653409,0.0892485342527618
"Tamale",-0.8393,9.40079,0.136752137,"sorghum","IS-9289",50000,0.0990946970293078,0.0979643652653409,0.0892485342527618
"Tamale",-0.8393,9.40079,1,"sorghum","DFF-2123",50000,0.0990946970293078,0.0979643652653409,0.0892485342527618
"Tamale",-0.8393,9.40079,0,"millet","Ex-Tukur",50000,0.0990946970293078,0.0979643652653409,0.0892485342527618
"Tamale",-0.8393,9.40079,0.068376068,"millet","Ex-Mokwa",50000,0.0990946970293078,0.0979643652653409,0.0892485342527618
"Tamale",-0.8393,9.40079,0.05982906,"maize","NigCompB",50000,0.0990946970293078,0.0979643652653409,0.0892485342527618
"Tamale",-0.8393,9.40079,0.299145299,"maize","BiuYellowXC-10",50000,0.0990946970293078,0.0979643652653409,0.0892485342527618
"WadMedani",33.538424,14.383395,0.713344316,"sorghum","IS-5603",50000,0.125535090950659,0.123725472098461,0.0850694110786932
"WadMedani",33.538424,14.383395,0.827018122,"sorghum","SRN-4841",50000,0.125535090950659,0.123725472098461,0.0850694110786932
"WadMedani",33.538424,14.383395,1,"sorghum","N-13",50000,0.125535090950659,0.123725472098461,0.0850694110786932
"WadMedani",33.538424,14.383395,0.881383855,"sorghum","CK-60B",50000,0.125535090950659,0.123725472098461,0.0850694110786932
"WadMedani",33.538424,14.383395,0.828665568,"sorghum","1202B",50000,0.125535090950659,0.123725472098461,0.0850694110786932
"WadMedani",33.538424,14.383395,0.594728171,"sorghum","2219B",50000,0.125535090950659,0.123725472098461,0.0850694110786932
"WadMedani",33.538424,14.383395,0.100494234,"millet","B-282",50000,0.125535090950659,0.123725472098461,0.0850694110786932
"WadMedani",33.538424,14.383395,0.232289951,"millet","Ex-Bomu",50000,0.125535090950659,0.123725472098461,0.0850694110786932
"WadMedani",33.538424,14.383395,0.100494234,"millet","J-104",50000,0.125535090950659,0.123725472098461,0.0850694110786932
"WadMedani",33.538424,14.383395,0.123558484,"millet","D2-Comp",50000,0.125535090950659,0.123725472098461,0.0850694110786932
"WadMedani",33.538424,14.383395,0.161449753,"millet","CIVT-II",50000,0.125535090950659,0.123725472098461,0.0850694110786932
"WadMedani",33.538424,14.383395,0.420098847,"maize","D-771",50000,0.125535090950659,0.123725472098461,0.0850694110786932
"WadMedani",33.538424,14.383395,0.477759473,"maize","Diara",50000,0.125535090950659,0.123725472098461,0.0850694110786932
"WadMedani",33.538424,14.383395,0.472817133,"maize","Syn-B23",50000,0.125535090950659,0.123725472098461,0.0850694110786932
"WadMedani",33.538424,14.383395,0.377265239,"maize","L-4",50000,0.125535090950659,0.123725472098461,0.0850694110786932
"Yendi",-0.00991,9.44272,0.408695652,"sorghum","IS-2652",50000,0.0657132902945425,0.072786697718258,0.0582941014054894
"Yendi",-0.00991,9.44272,0.533333333,"sorghum","IS-3469",50000,0.0657132902945425,0.072786697718258,0.0582941014054894
"Yendi",-0.00991,9.44272,0.144927536,"sorghum","IS-9289",50000,0.0657132902945425,0.072786697718258,0.0582941014054894
"Yendi",-0.00991,9.44272,1,"sorghum","DFF-2123",50000,0.0657132902945425,0.072786697718258,0.0582941014054894
"Yendi",-0.00991,9.44272,0.005797101,"millet","Ex-Tukur",50000,0.0657132902945425,0.072786697718258,0.0582941014054894
"Yendi",-0.00991,9.44272,0.005797101,"millet","Ex-Mokwa",50000,0.0657132902945425,0.072786697718258,0.0582941014054894
"Yendi",-0.00991,9.44272,0.142028986,"maize","NigCompB",50000,0.0657132902945425,0.072786697718258,0.0582941014054894
"Yendi",-0.00991,9.44272,0.231884058,"maize","BiuYellowXC-10",50000,0.0657132902945425,0.072786697718258,0.0582941014054894
