UnitID,OwningHerbariumAcronym,PrepCode,DateCreated,dateValidated,Genus on label,Species on label,Author,General Comments,country,dateIdentified,Collection Date,Cultivated,Cultivated Date,Cultivated by,habitat,identificationRemarks,identifiedBy,Filed-under country,Collected by,Collected by_1,Collected by_2,Collected by_3,recordNumber,Filed-under Name,Family,Sheet Number,stateProvince,transcriberNotes,verbatimElevation,Altitude,Altitude_max,Altitude_unit,verbatimLatitude,LatDeg,LatMin,LatSec,LatOrient,verbatimLocality,verbatimLongitude,LongDeg2,LongMin,LongSec,LongOrient,vernacularName
K000865376,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.) Benth.,Sudan,1954-01-17,1954-01-17,false,,,Sandy soil.  Host:- Brachiaria sp. attached,Large flowered form.  Flrs. light red,"Wilson Jones, K.",Sudan,"Wilson Jones, K.",,,,512,Striga hermonthica Benth.,,,North Kordofan,,,,,,,,,,,"Um Ruaba, Anglo-Egyptian Sudan",,,,,,Buda (Arabic)
K000865377,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.)Benth.,Sudan,1954-10-17,1954-10-17,false,,,Sandy soil,Host:- cultivated Pennisetum millet;Large Flowered Form.  Fls dull red,"Wilson Jones, K.",Sudan,"Wilson Jones, K.",,,,519,Striga hermonthica Benth.,,,North Kordofan,,,,,,,,,,,"Um Ruaba, Kordofan, Anglo-Egyptian Sudan",,,,,,Buda (Arabic)
K000865378,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.) Benth.,Sudan,1954-10-17,1954-10-17,false,,,Sandy soil.,Host:- Cultivated Pennisetum millet;Small Fld Form. Fls. dull red,"Wilson Jones, K.",Sudan,"Wilson Jones, K.",,,,518,Striga hermonthica Benth.,,,North Kordofan,,,,,,,,,,,"Um Ruaba, Kordofan, Anglo-Egyptian Sudan,",,,,,,Buda (Arabic)
K000865379,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.) Benth.,Sudan,1954-10-17,1954-10-17,false,,,Sandy soil,Host:- Dactyloctenium aegyptium (attached);LARGE FLD FORM.  Fls light red,"Wilson Jones, K.",Sudan,"Wilson Jones, K.",,,,516,Striga hermonthica Benth.,,,North Kordofan,,,,,,,,,,,"Um Ruaba, Kordofan, Anglo-Egyptian Sudan",,,,,,Buda (Arabic)
K000865380,K,Sheet,19/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1954-10-19,false,,,Sandy soil;Host: wild Pennisetum species.,Large-flowered form.;Fls. light red.,,Sudan,"Wilson Jones, K.",,,,513,Striga hermonthica Benth.,,,North Kordofan,,,,,,,,,,,"Um Ruaba, Kordofan.",,,,,,Buda (Arab.)
K000865381,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.) Benth.,Sudan,1954-09-26,1954-09-29,false,,,"Farm, growing on dura (Sorghum vulgare Pers.)",Small flowered form. Flowers reddish-purple.,"Wilson Jones, K.",Sudan,"Wilson Jones, K.",,,,506,Striga hermonthica Benth.,,,Al Jazirah,,,,,,,,,,,"Gezira Research Farm, Anglo-Egyptian Sudan",,,,,,Buda (Arabic)
K000865382,K,Sheet,19/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.) Benth.,Sudan,1954-10-17,1954-10-17,false,,,Sandy soil.,Host: cultivated Pennisetum.;Large flowered form.  Fls. dull red.,"Wilson Jones, K.",Sudan,"Wilson Jones, K.",,,,514,Striga hermonthica Benth.,,,North Kordofan,,,,,,,,,,,"Um Ruaba, Kordofan, N-E. Sudan",,,,,,Buda (Arabic)
K000865383,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1954-11-19,false,,,"Sandy soil.;Host. Sorghum volgare, variety ""Maring"".",Intermediate flowered form.  Fls. light red.,,Sudan,"Wilson Jones, K.",,,,515,Striga hermonthica Benth.,,,North Kordofan,,,,,,,,,,,"Um Ruaba, Kordofan.",,,,,,Buda (Arab.)
K000865384,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,,Unknown or ambiguous,,,false,,,"Grows in cultivations. No use recorded,",,,South Sudan,"Evans Pritchard, E.",,,,63,Striga hermonthica Benth.,,,Upper Nile,"South Sudan is NOT on the  drop-down list of countries, BUT is on GEONAMES!",,,,,,,,,,"Sobat, Nile",,,,,,Wal bar (Dinka)
K000865385,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1936-11,false,,,,,,South Sudan,"Evans-Pritchard, E.E.",,,,27,Striga hermonthica Benth.,,,Northern Liech,"This should be in South Sudan, not Sudan, but South Sudan is not an option in the country list.",,,,,,,,,,"Sudan: between the Nile & Bahr el Ghazal, 20 mls. S. of Bintiou.",,,,,,
K000865386,K,Sheet,19/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1932,false,,,,,,South Sudan,"Macintosh, W.O.S.H.",,,,103K,Striga hermonthica Benth.,,,Western Bahr el Ghazal,"Should be South Sudan, not Sudan.",,,,,,,,,,S. Sudan;Wau District - Bahr el Ghazal Province.,,,,,,
K000865387,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,,Unknown or ambiguous,,1929-07-22,false,,,Parasitic on Sorghum arundinaceum.,,,South Sudan,"Simpson, N.D.",,,,7406,Striga hermonthica Benth.,,,,,,,,,,,,,,"Bahr el Ghazal, Anglo-Egyptian Sudan",,,,,,
K000865388,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,,Unknown or ambiguous,,,false,,,,,,South Sudan,"Petherick, Consul",,,,s.n.,Striga hermonthica Benth.,,,,NB Consul Petherick returned to England in 1859 so collection must be during 1859 or before.,,,,,,,,,,White Nile,,,,,,
K000865389,K,Sheet,19/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1954-09-26,false,,,growing on dura (Sorghum vulgare Pers.).,Small-intermediate-flowered form;Flowers red-purple.,,Sudan,"Wilson Jones, K.",,,,505,Striga hermonthica Benth.,,,Al Jazirah,,,,,,,,,,,Gezira Research Farm,,,,,,Buda (Arab.)
K000865390,K,Sheet,19/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1954-09-26,false,,,growing on dura (Sorghum vulgare Pers.).,Large-intermediate-flowered form;Flowers red-purple.,,,"Wilson Jones, K.",,,,504,Striga hermonthica Benth.,,,Al Jazirah,,,,,,,,,,,Gezira Research Farm,,,,,,Buda (Arab.)
K000865391,K,Sheet,19/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1954-10-13,false,,,Growing on Maize,Intermediate-flowered form;Fls. Red-Purple.,,,"Beshir, B.",,,,510,Striga hermonthica Benth.,,,Al Jazirah,,,,,,,,,,,Gezira Research Farm,,,,,,Buda (Arab.)
K000865392,K,Sheet,19/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1954-10-13,false,,,Paras. on Eleusine coracana.,Large-flowered form;Fls. Red-purple.,,,"Beshir, B.",,,,507,Striga hermonthica Benth.,,,Al Jazirah,,,,,,,,,,,Gezira Research Farm,,,,,,Buda (Arab.)
K000865393,K,Sheet,19/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1954-10-13,false,,,Growing on maize.,Large and intermediate flowers on one plant.,,,"Beshir, B.",,,,511,Striga hermonthica Benth.,,,Al Jazirah,,,,,,,,,,,Gezira Research Farm,,,,,,Buda (Arab.)
K000865394,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.) Benth.,Sudan,1954-10-10,1954-10-10,false,,,"Farm. Growing on ""Adar"" grass. (Sorghum sp. prob. arundinaceum).",Flowers red-purple.  Intermediate-flowered form.,"Beshir, Babiker",Sudan,"Beshir, Babiker",,,,508,Striga hermonthica Benth.,,,Al Jazirah,,,,,,,,,,,"Gezira Research Farm, Anglo-Egyptian Sudan",,,,,,Buda (Arabic)
K000865395,K,Sheet,19/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1954-10-10,false,,,Parasitic on Cynodon dactylon (weed).,Intermediate-flowered form.;Flowers red-purple.,,,"Beshir, B.",,,,509,Striga hermonthica Benth.,,,Al Jazirah,,,,,,,,,,,Gezira Research Farm,,,,,,Buda (Arab.)
K000865396,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1912-11-11,false,,,,,,Sudan,"Sawer, E.R.",,,,13698,Striga hermonthica Benth.,,,Khartoum,,,,,,,,,,,Khartoum (Soudan),,,,,,
K000865397,K,Sheet,19/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1954-10,true,,,Grown on Pennisetum in Gezira clay.,"Fls dull red, but not so dull as on sands.",,,"Wilson Jones, K.",,,,525,Striga hermonthica Benth.,,,Al Jazirah,,,,,,,,,,,Grown from seed at Wad Medani.;Seed originated from parasites on Pennisetum on Kordofan sands.,,,,,,Buda (Arab.)
K000865398,K,Sheet,19/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1954-10-17,false,,,Sandy soil.;Host: Eragrostis tremula (attached).,Large fld form.;Fls. light red.,,,"Wilson Jones, K.",,,,517,Striga hermonthica Benth.,,,North Kordofan,,,,,,,,,,,"Um Ruaba, Kordofan.",,,,,,Buda (Arab.)
K000865399,K,Sheet,19/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1954-10,true,,,Grown on Sorghum in Gezira clay.,Fls medium red.,,,"Wilson Jones, K.",,,,524,Striga hermonthica Benth.,,,Al Jazirah,,,,,,,,,,,Grown from seed at Wad Medani.;Seed originated from parasites on Pennisetum on Kordofan sands.,,,,,,Buda (Arab.)
K000865400,K,Sheet,19/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1954-10,true,,,Grown on Sorghum millet in Gezira clay.,Fls medium-light red.,,,"Wilson Jones, K.",,,,522,Striga hermonthica Benth.,,,Al Jazirah,,,,,,,,,,,Grown from seed at Wad Medani.;Seed originated from parasites on Sorghum millet on Kordofan sands.,,,,,,Buda (Arab.)
K000865401,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,"Cult.;Wad Medani, A.-E. Sudan;K. Wilson Jones 523;Oct. 54",Sudan,,1954-10,true,,"Wilson Jones, K.",Grown from seed at Wad Medani. ;Seed originated from parasites on Sorghus millet on Kordofan sands.;Grown on Pennisetum millet in Gezira clay.,Flowers medium red.,,Sudan,"Wilson Jones, K.",,,,523,Striga hermonthica Benth.,,,,Determination dates are ambiguous.,,,,,,,,,,Wad Medani,,,,,,Buda (Arab.)
K000865402,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,"Gezira research farm, A.-E. Sudan;K. Wilson Jones 503;26.9.54",Sudan,,1954-09-26,false,,,"Growing on dura, Sorghum vulgare Pers",Flowers red-purple.;Large flowered form.,,Sudan,"Wilson Jones, K.",,,,503,Striga hermonthica Benth.,,,,Determination dates ambiguous.,,,,,,,,,,Gezira Research Farm,,,,,,Buda (Arab.)
K000865403,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,"Wad Medani, A.-E. Sudan;K. Wilson Jones 521;Oct. 54",Sudan,,1954-10,true,,,Grown from seed at Wad Medani.;Seed originated from parasites on Sorghum millet on Gezira clay.;Grown on Sorghum millet in parts on Gezira clay.,Flowers light-medium red.,,Sudan,"Wilson Jones, K.",,,,521,Striga hermonthica Benth.,,,,,,,,,,,,,,Wad Medani,,,,,,Buda / Arab.
K000865404,K,Sheet,12/02/2018,,Striga,hermonthica,(Delile) Benth.,"Studies on Striga in Sudan;Lytton J. Musselman no.;Old Dominion University;Norfolk, Vorginia 23508;(Field work sponsored by INTSORMIL)",Sudan,,1982-10-13,false,,,Abundant in sorghum field.,,"Musselman, Lytton J.",Sudan,"Musselman, Lytton J.",,,,6139,Striga hermonthica Benth.,,,Gezira,,,,,,,,,,,In sorghum field near Barakat.,,,,,,
K000865405,K,Sheet,12/02/2018,14-Feb-2018 23:56:44,Striga,hermonthica,(Delile) Benth.,,Sudan,,1982-10-13,false,,,Abundant in sorghum.,,,Sudan,"Musselman, L.J.",,,,6144,Striga hermonthica Benth.,,,Blue Nile,,,,,,,,,,,"Kenana Research Station, Abu Naama.",,,,,,
K000865406,K,Sheet,19/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1982-10-13,false,,,On Brachiaria sp.  Plants are much smaller than plants parasitizing sorghum.,,,Sudan,"Musselman, L.J.",,,,6145,Striga hermonthica Benth.,,,Blue Nile,,,,,,,,,,,"Province: Blue Nile;Kenana Research Station, Abu Naama.",,,,,,
K000865407,K,Sheet,12/02/2018,14-Feb-2018 21:49:14,Striga,hermonthica,(Delile) Benth.,,Sudan,,1982-10-17,false,,,Abundant in sorghum fields,,,Sudan,"Musselman, L.J.",,,,6154,Striga hermonthica Benth.,,,Kassala,,,,,,,,,,,Um Shagera near Gadaref,,,,,,
K000865408,K,Sheet,19/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1982-10-27,false,,,Abundant in sorghum field.,,,,"Musselman, L.J.",,,,6155,Striga hermonthica Benth.,,,North Kordofan,,,,,,,,,,,Sorghum field south of El Obeid.,,,,,,
K000865409,K,Sheet,13/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1982-11-04,false,,,on Cymbopogon,,,Sudan,"Musselman, Lytton J.",,,,6168,Striga hermonthica Benth.,,,South Kordofan,,,,,,,,,,,100 yards N of exclosure #9 of the WSARP range experiment; near Kadugli.,,,,,,
K000865410,K,Sheet,13/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1983-01-08,false,,,in field of sorghum,very few plants still flowering,,Sudan,"Musselman, Lytton J.",,,,6212,Striga hermonthica Benth.,,,South Kordofan,,,,,,,,,,,along road from Kadugli to Shatt Taman,,,,,,
K000865411,K,Sheet,13/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1983-12-28,false,,,"scattered throughout sorghum fields . Junonia orithya present on plants, both adults and larvae",,,Sudan,"Musselman, Lytton J.",,,,6279,Striga hermonthica Benth.,,,Al Qaḑārif,poor resolution of writing on label.,,,,,,,,,,south of Doka,,,,,,
K000865412,K,Sheet,13/02/2018,17-Feb-2018 00:03:36,Striga,hermonthica,(Delile) Benth.,,Sudan,,1962-09-27,false,,,Fairly abundant in one durra field.,,"Hämet-Ahti, L.",Sudan,"Pettersson, B.",,,,16819,Striga hermonthica Benth.,,,Kassala,unsure of who is the determiner,,,,,,,,,,"Northern Province: Wadi Halfa dsitrict, ca 1 km NW of Debeira station",,,,,,
K000865413,K,Sheet,13/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1951-09-05,false,,,on Anis grass,,,Sudan,"Beshir, Babiker",,,,113,Striga hermonthica Benth.,,,Al Qaḑārif,,,,,,,,,,,"Sugura, Gedarif District",,,,,,Buda
K000865414,K,Sheet,13/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1964-09-11,false,,,"fallow, terrace soils",,,Sudan,"Wickens, G.E.",,,,2492,Striga hermonthica Benth.,,,Central Darfur,,3400 Feet,1036.32,,Metres,,,,,,"Zalinger, Jebel Marra",,,,,,
K000865415,K,Sheet,13/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1962-09-30,false,,,sands on Pernisetum,,,Sudan,"Wickens, G.E.",,,,568,Striga hermonthica Benth.,,,North Kordofan,,,,,,,,,,,El Obeid,,,,,,
K000865416,K,Sheet,13/02/2018,14-Feb-2018 23:32:24,Striga,hermonthica,(Delile) Benth.,,Sudan,,1962-10-08,false,,,,,,Sudan,"Wickens, G.E.",,,,623,Striga hermonthica Benth.,,,,,,,,,,,,,,"Sudan Republic: Kordofan, Jebel Kordofan.",,,,,,
K000865417,K,Sheet,13/02/2018,14-Feb-2018 23:36:52,Striga,hermonthica,(Delile) Benth.,,Sudan,,1962-09-08,false,,,,,,Sudan,"Wickens, G.E.",,,,309,Striga hermonthica Benth.,,,,,,,,,,,,,,"Sudan Republic: Kordofan, Jebel Abu Sinun.",,,,,,
K000865418,K,Sheet,14/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1957-10-17,false,,,Common weed of 'dura' (Sorghum) fields - alluvial soils.,Very attractive lilac pink flowers.,,Sudan,"Robertson, V.C.",,,,31,Striga hermonthica Benth.,,,,"Found on Geonames: Zalinjay, Jabal Marrah",3000 Feet,914.4,,Metres,,,,,,"Zalingei, Jebel Marra",,,,,,
K000865419,K,Sheet,14/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1912-11-11,false,,,,,,Sudan,"Sawer, E.R.",,,,13699,Striga hermonthica Benth.,,,,,,,,,,,,,,Khartoum (Soudan.),,,,,,
K000865420,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1920-07-25,false,,,One of common weeds of gardens,,,Sudan,"Shantz, H.L.",,,,930,Striga hermonthica Benth.,,,,,,,,,,,,,,"Regu, Anglo-Egyptian Sudan",,,,,,
K000865421,K,Sheet,14/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1921-11,false,,,,,,Sudan,"Lynes, Rear Admiral",,,,576,Striga hermonthica Benth.,,,Darfur,Geonames: Zalinjay,3100 Feet,944.88,,Metres,,,,,,"Zalingui, Darfur Province Susan.",,,,,,
K000865422,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1930-05,false,,,After the first rains,,,Sudan,"Macintosh, Mrs.D.",,,,138,Striga hermonthica Benth.,,,Northern Darfur,,6000 Feet,1828.8,,Metres,,,,,,"Gebel Marra; Sunni,",,,,,,
K000865423,K,Sheet,14/02/2018,,Striga,hermonthica,(Delile) Benth.,,Sudan,,1930-05,false,,,after the first rains,,,Sudan,"Macintosh, M.( Mrs)",,,,139,Striga hermonthica Benth.,,,Darfur,,6000 Feet,1828.8,,Metres,,,,,,"Gebel Marra, Sunni",,,,,,
K000865424,K,Sheet,14/02/2018,,Striga,hermonthica,(Delile) Benth.,,Chad,,1965,false,,,,,,Chad,"Audry, P.",,,,B2,Striga hermonthica Benth.,,,Chari-Baguirmi,,,,,,10°32'N,10,32,,N,Ba Illi,16°27'E,16,27,,E,
K000865425,K,Sheet,14/02/2018,,Striga,hermonthica,(Delile) Benth.,,Central African Republic,,1981-10/1981-11,false,,,,,,Chad,"Elliott, D.",,,,s.n.,Striga hermonthica Benth.,,,Logone Oriental,,,,,,,,,,,Doba,,,,,,
K000865426,K,Sheet,14/02/2018,,Striga,hermonthica,(Delile) Benth.,,Central African Republic,1983,1981/1983,false,,,"Sudanian wooded savannah with gallery forest with Uapaca togoensis, Hymenocardia acida, Detarium microcarpum, Daniellia oliveri, . Gallery forest with Uapaca togoensis, Syzygium quineense and Irvingia smithii",,"Fay, J.M.",Central African Republic,"Fay, J.Michael","Doka, Joel",,,5070,Striga hermonthica Benth.,,,Ouham,,600 Metres,600,,Metres,6°30'N,6,30,,N,Bossangoa,17°20'E,17,20,,E,
K000865427,K,Sheet,14/02/2018,,Striga,hermonthica,(Delile) Benth.,,Central African Republic,,1950-12-07,false,,,,pink-violet flowers,,Central African Republic,Chevalier,,,,230,Striga hermonthica Benth.,,,Ouaka,,,,,,,,,,,Grimari,,,,,,
K000865428,K,Sheet,14/02/2018,,Striga,hermonthica,(Delile) Benth.,,Nigeria,,1958-02-01,false,,,"undulating montane grassland, forest at Nguroje, otherwise nearly treeless; semi-parasite at base of guinea-corn","Erect herb, variable in height 15-40 cm high, almost simple to widely branched, dark green to pale green, leaves variable in size; corolla varying from dark mauve to pale pink, also in size, all in same population.",,Nigeria,"Hepper, F.N.",,,,1847,Striga hermonthica Benth.,,,Taraba,,1500 Metres,1500,,Metres,7°N,7,,,,"West of Gembu, River Donga valley, Mambila Plateau",11°10'E,11,10,,E,
K000865429,K,Sheet,14/02/2018,,Striga,hermonthica,(Delile) Benth.,,Nigeria,,1954-12-02,false,,,farmland,herb up to 1½ ft high with light blue flowers,,Nigeria,"Latilo, M.G.","Daramola, B.O.",,,FHI 28792,Striga hermonthica Benth.,,,Taraba,,,,,,,,,,,"Adamawa province, Gashaka district, near Gangumi village",,,,,,
K000865430,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,Seen for revised F.W.T.A.;Striga hermonthica (Del.) Benth.,Nigeria,1957,1957-11-09,false,,,Cultivated ground with guinea corn crop.,"Erect herb c. 40cm. high, dark green leaves, always on guinea corn so probably it's host; flowers bright pink-mauve, paler outside, pale inside lip and with hairs.  All plants with large flowers.","Hepper, F.N.",Nigeria,"Hepper, F.N.",,,,1278,Striga hermonthica Benth.,,,Adamawa,,580 Metres,580,,Metres,8°25'N,8,25,,N,"British Cameroons (N. Trusteeship Territory): Adamawa Division, Vogel Peak Area.",11°50'E,11,50,,E,"""Iri-warm"" (Chamba)  Iri=sorghum warm=bad plant"
K000865431,K,Sheet,14/02/2018,,Striga,hermonthica,(Delile) Benth.,,Cameroon,,1955-09-17,false,,,"millet field, parasitic on millet roots",,,Cameroon,"Saxer, A.",,,,398a,Striga hermonthica Benth.,,,North,used Google translate,550 Metres,550,,Metres,,,,,,Poli,,,,,,
K000865432,K,Sheet,14/02/2018,,Striga,hermonthica,(Delile) Benth.,,Cameroon,,1955-10-30,false,,,in millet field,"reddish, wine-red blossoms",,Cameroon,"Saxer, Alfred",,,,588,Striga hermonthica Benth.,,,Far North,,900 Metres,900,,Metres,,,,,,"Soulédé, Mokolo, N of Col de Méri",,,,,,
K000865433,K,Sheet,14/02/2018,,Striga,hermonthica,(Delile) Benth.,,Cameroon,,1955-08-19,false,,,meadow,dark blue blossoms,,Cameroon,"Saxer, Alfred",,,,308,Striga hermonthica Benth.,,,Adamaoua,,1350 Metres,1350,,Metres,,,,,,"Banyo, Mayo Tankou",,,,,,
K000865434,K,Sheet,14/02/2018,,Striga,hermonthica,(Delile) Benth.,,Cameroon,1964-10-05,1964-10-05,false,,,sandy and clay-sandy soil,"up to 1.5m height in humid environment, parasite Graminée sp 7151","Letouzey, R.",Cameroon,"Letouzey, R.",,,,7209,Striga hermonthica Benth.,,,Far North,,,,,,,,,,,"Mouladok, 25 km W of Fort-Foureau",,,,,,
K000865435,K,Sheet,14/02/2018,,Striga,hermonthica,(Delile) Benth.,,Cameroon,1966,1964-08-31,false,,,"fallow land, sandy soil","herb, stem and leaves green, purplsh tinged, corolla bright lilac-red","Amshoff, G.J.H.",Cameroon,"de Wilde, W.J.J.O.","de Wilde-Duyfjes, B.E.E.",,,2946,Striga hermonthica Benth.,,,North,"also determined by Raynal, A. 1968",400 Metres,400,,Metres,,,,,,"170 km S of Garoua, near village Saleje",,,,,,
K000865436,K,Sheet,14/02/2018,,Striga,hermonthica,(Delile) Benth.,,Cameroon,1965-09-10,,false,,,"abundant in fallow fields, sandy",violet-pink flowers,"Raynal, A.",Cameroon,"Letouzey, R.",,,,6406,Striga hermonthica Benth.,,,Far North,,,,,,,,,,,"Douvangar, near Meri, 30 km NW of Maroua",,,,,,
K000865437,K,Sheet,14/02/2018,,Striga,hermonthica,(Delile) Benth.,,Cameroon,,1974-07-26,false,,,,,,Cameroon,"Fotius, G.",,,,2177,Striga hermonthica Benth.,,,North,,,,,,,,,,,"Hoy, 10 km E of Poli",,,,,,
K000865438,K,Sheet,14/02/2018,14-Feb-2018 21:42:41,Striga,hermonthica,(Delile) Benth.,,Cameroon,1980,1972-07-08,false,,,"Near creek, open place, shrub savanna.","Herb 30-8- cm high; rough, stem quadrangular; calyx green, lobes purplish, corolla violet.","Hepper, F.N.",Cameroon,"Leeuwenberg, A.J.M.",,,,10189,Striga hermonthica Benth.,,,West,,1100 Metres,1100,,Metres,5.43,5,25,48,N,"Near Djikainké, 4 km from Foumban",10.55,10,33,0,E,
K000865439,K,Sheet,14/02/2018,,Striga,hermonthica,(Delile) Benth.,,Cameroon,1976,1970-08-12,false,,,,,"Meurillon, A.",Cameroon,"Meurillon, A.",,,,1976,Striga hermonthica Benth.,,,North,,320 Metres,320,,Metres,,,,,,"Yagoma, Bidim",,,,,,
K000865440,K,Sheet,14/02/2018,,Striga,hermonthica,(Delile) Benth.,,Cameroon,,1967-08-06,false,,,"herby savanna, sandy",herb with red flowers,,Cameroon,Meurillon,,,,963,Striga hermonthica Benth.,,,North,,,,,,,,,,,"Guider, Bénoué",,,,,,elbogous
K000865441,K,Sheet,14/02/2018,,Striga,hermonthica,(Delile) Benth.,,Congo,,1926-04,false,,,,,,Congo,"Robyns, A.G.",,,,2216,Striga hermonthica Benth.,,,Katanga,"There are 2 Congos on the drop-down list, but there is no indication of which is which.  This one comes from Democratic Republic of the Congo.",,,,,,,,,,Pweto,,,,,,
K000865442,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,,Congo,,1931,false,,,,,,Congo,de Witte,,,,314,Striga hermonthica Benth.,,,Katanga,,,,,,,,,,,Moba-Katanga,,,,,,
K000865443,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,,Congo,,1908-05-16,false,,,Damp places,,,Congo,"Kassner, T.",,,,2786,Striga hermonthica Benth.,,,Haut-Katanga,,,,,,,,,,,"Kundelungu, Congo",,,,,,
K000865444,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.) Benth.,Congo,,1955-08,false,,,champ d'éleusine,,,Congo,Boutique,,,,308,Striga hermonthica Benth.,,,Orientale,,,,,,,,,,,entre Mahagi et Mahagi port,,,,,,
K000865445,K,Sheet,15/02/2018,,Striga,hermonthica,(Delile) Benth.,,Congo,,1931-07,false,,,,,,Congo,Lebrun,,,,3374,Striga hermonthica Benth.,,,Haut-Uele,There are 2 locations called Faradje in the Democratic Republic of the Congo. This task is from the former Belgian Congo.,,,,,,,,,,Faradje-Huri,,,,,,
K000865446,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,,Congo,,1937,false,,,,,,Congo,Thesopriere,,,,3724,Striga hermonthica Benth.,,,Nord Kivu,,,,,,,,,,,"Rutshuru, Congo Belge",,,,,,
K000865447,K,Sheet,19/02/2018,,Striga,hermonthica,(Delile) Benth.,,Congo,,1938-01,false,,,,,,Congo,"Lebrun, J.",,,,9631,Striga hermonthica Benth.,,,,,,,,,,,,,,Congo Belgica entre Gabiro et Kidebe ?,,,,,,
K000865448,K,Sheet,15/02/2018,,Striga,hermonthica,(Delile) Benth.,,Congo,,1959-11-19,false,,,sorghum field,mauve-violet flowers,,Congo,"Froment, Didier",,,,588,Striga hermonthica Benth.,,,Ituri,,1250 Metres,1250,,Metres,,,,,,"Mahagi, Mont Hawa or Aru",,,,,,
K001009124,K,Sheet,18/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.) Benth.,Angola,1960,1949-01,false,,,,"Annual up to 80 cm. high, parasitical on the roots of Sugho and Mais: fl. lilac, blue or white","Hepper, F.N.",Angola,"Grossweiler, J.",,,,14219,Striga hermonthica Benth.,,,Luanda Norte,,,,,,,,,,,"Angola, Luanda, Catete",,,,,,
K001009125,K,Sheet,15/02/2018,,Striga,,,,Angola,,,false,,,parasitic on Sorghum halepense,,,Angola,Gossweiler,,,,9199,Striga hermonthica Benth.,,,Cuanza Norte,,50 Metres,50,,Metres,,,,,,Colele,,,,,,
