locality,lon,lat,emergence,host,host.gen,radius,ENM_avz_sd,ENM_avm_sd,ENM_avs_sd,ENM_a_s50km,ENM_a_m50km,ENM_a_z50km
Bida,6.005702,9.081794,0,millet,SE2124,50000,0.15078146,0.114273337,0.112947435,-0.121420993,0.114949616,-0.271696413
Busia,34.10946,0.458835,0.52240566,sorghum,IS-5603,50000,0.121382092,0.153102606,0.107247264,0.135307208,0.324205692,-0.235077881
Busia,34.10946,0.458835,0.375,sorghum,SRN-4841,50000,0.121382092,0.153102606,0.107247264,0.135307208,0.324205692,-0.235077881
Busia,34.10946,0.458835,0.377358491,sorghum,N-13,50000,0.121382092,0.153102606,0.107247264,0.135307208,0.324205692,-0.235077881
Busia,34.10946,0.458835,0.503537736,sorghum,CK-60B,50000,0.121382092,0.153102606,0.107247264,0.135307208,0.324205692,-0.235077881
Busia,34.10946,0.458835,0.9375,sorghum,1202B,50000,0.121382092,0.153102606,0.107247264,0.135307208,0.324205692,-0.235077881
Busia,34.10946,0.458835,0.666273585,sorghum,2219B,50000,0.121382092,0.153102606,0.107247264,0.135307208,0.324205692,-0.235077881
Busia,34.10946,0.458835,0.071933962,millet,B-282,50000,0.121382092,0.153102606,0.107247264,0.135307208,0.324205692,-0.235077881
Busia,34.10946,0.458835,0.071933962,millet,Ex-Bomu,50000,0.121382092,0.153102606,0.107247264,0.135307208,0.324205692,-0.235077881
Busia,34.10946,0.458835,0.108490566,millet,J-104,50000,0.121382092,0.153102606,0.107247264,0.135307208,0.324205692,-0.235077881
Busia,34.10946,0.458835,0.071933962,millet,D2-Comp,50000,0.121382092,0.153102606,0.107247264,0.135307208,0.324205692,-0.235077881
Busia,34.10946,0.458835,0.071933962,millet,CIVT-II,50000,0.121382092,0.153102606,0.107247264,0.135307208,0.324205692,-0.235077881
Busia,34.10946,0.458835,0.431603774,maize,D-771,50000,0.121382092,0.153102606,0.107247264,0.135307208,0.324205692,-0.235077881
Busia,34.10946,0.458835,1,maize,Diara,50000,0.121382092,0.153102606,0.107247264,0.135307208,0.324205692,-0.235077881
Busia,34.10946,0.458835,0.599056604,maize,Syn-B23,50000,0.121382092,0.153102606,0.107247264,0.135307208,0.324205692,-0.235077881
Busia,34.10946,0.458835,0.794811321,maize,L-4,50000,0.121382092,0.153102606,0.107247264,0.135307208,0.324205692,-0.235077881
Damaturu,11.964497,11.74704,0.85,maize,8322-13,50000,0.112502008,0.151708746,0.106238992,0.055477301,-0.072180052,0.252294704
Damaturu,11.964497,11.74704,0.85,maize,8425-8,50000,0.112502008,0.151708746,0.106238992,0.055477301,-0.072180052,0.252294704
Damaturu,11.964497,11.74704,1,maize,8338-1,50000,0.112502008,0.151708746,0.106238992,0.055477301,-0.072180052,0.252294704
Damaturu,11.964497,11.74704,0.727272727,maize,8321-21,50000,0.112502008,0.151708746,0.106238992,0.055477301,-0.072180052,0.252294704
Damaturu,11.964497,11.74704,0.240909091,sorghum,KSY-15,50000,0.112502008,0.151708746,0.106238992,0.055477301,-0.072180052,0.252294704
Damaturu,11.964497,11.74704,0.5,sorghum,SRN-4841,50000,0.112502008,0.151708746,0.106238992,0.055477301,-0.072180052,0.252294704
Damaturu,11.964497,11.74704,0.65,millet,SE302,50000,0.112502008,0.151708746,0.106238992,0.055477301,-0.072180052,0.252294704
Damaturu,11.964497,11.74704,0.445454545,millet,SE2124,50000,0.112502008,0.151708746,0.106238992,0.055477301,-0.072180052,0.252294704
FarakoBa,-4.305229,11.164901,0.894576012,sorghum,IS-5603,50000,0.118190173,0.06099388,0.069716972,0.019778548,0.166814093,0.101349331
FarakoBa,-4.305229,11.164901,0.179526356,sorghum,SRN-4841,50000,0.118190173,0.06099388,0.069716972,0.019778548,0.166814093,0.101349331
FarakoBa,-4.305229,11.164901,0.239877769,sorghum,N-13,50000,0.118190173,0.06099388,0.069716972,0.019778548,0.166814093,0.101349331
FarakoBa,-4.305229,11.164901,0.888464477,sorghum,CK-60B,50000,0.118190173,0.06099388,0.069716972,0.019778548,0.166814093,0.101349331
FarakoBa,-4.305229,11.164901,1,sorghum,1202B,50000,0.118190173,0.06099388,0.069716972,0.019778548,0.166814093,0.101349331
FarakoBa,-4.305229,11.164901,0.566080978,sorghum,2219B,50000,0.118190173,0.06099388,0.069716972,0.019778548,0.166814093,0.101349331
FarakoBa,-4.305229,11.164901,0.550038197,millet,B-282,50000,0.118190173,0.06099388,0.069716972,0.019778548,0.166814093,0.101349331
FarakoBa,-4.305229,11.164901,0.48433919,millet,Ex-Bomu,50000,0.118190173,0.06099388,0.069716972,0.019778548,0.166814093,0.101349331
FarakoBa,-4.305229,11.164901,0.453017571,millet,J-104,50000,0.118190173,0.06099388,0.069716972,0.019778548,0.166814093,0.101349331
FarakoBa,-4.305229,11.164901,0.555385791,millet,D2-Comp,50000,0.118190173,0.06099388,0.069716972,0.019778548,0.166814093,0.101349331
FarakoBa,-4.305229,11.164901,0.400305577,millet,CIVT-II,50000,0.118190173,0.06099388,0.069716972,0.019778548,0.166814093,0.101349331
FarakoBa,-4.305229,11.164901,0.147440794,maize,D-771,50000,0.118190173,0.06099388,0.069716972,0.019778548,0.166814093,0.101349331
FarakoBa,-4.305229,11.164901,0.067990833,maize,Diara,50000,0.118190173,0.06099388,0.069716972,0.019778548,0.166814093,0.101349331
FarakoBa,-4.305229,11.164901,0.289533995,maize,Syn-B23,50000,0.118190173,0.06099388,0.069716972,0.019778548,0.166814093,0.101349331
FarakoBa,-4.305229,11.164901,0.168831169,maize,L-4,50000,0.118190173,0.06099388,0.069716972,0.019778548,0.166814093,0.101349331
Galadima,13.154291,11.822651,0.515695067,maize,8322-13,50000,0.095675753,0.171129191,0.078698003,0.151654363,0.04694654,0.351007149
Galadima,13.154291,11.822651,0.97309417,maize,8425-8,50000,0.095675753,0.171129191,0.078698003,0.151654363,0.04694654,0.351007149
Galadima,13.154291,11.822651,0.874439462,maize,8338-1,50000,0.095675753,0.171129191,0.078698003,0.151654363,0.04694654,0.351007149
Galadima,13.154291,11.822651,1,maize,8321-21,50000,0.095675753,0.171129191,0.078698003,0.151654363,0.04694654,0.351007149
Galadima,13.154291,11.822651,0.282511211,sorghum,KSY-15,50000,0.095675753,0.171129191,0.078698003,0.151654363,0.04694654,0.351007149
Galadima,13.154291,11.822651,0.547085202,sorghum,SRN-4841,50000,0.095675753,0.171129191,0.078698003,0.151654363,0.04694654,0.351007149
Galadima,13.154291,11.822651,0.434977578,millet,SE302,50000,0.095675753,0.171129191,0.078698003,0.151654363,0.04694654,0.351007149
Galadima,13.154291,11.822651,0.865470852,millet,SE2124,50000,0.095675753,0.171129191,0.078698003,0.151654363,0.04694654,0.351007149
Gombe,11.170659,10.282907,0.806896552,maize,8322-13,50000,0.212529,0.107604163,0.091186376,-0.178724269,0.077491884,0.013902713
Gombe,11.170659,10.282907,1,maize,8425-8,50000,0.212529,0.107604163,0.091186376,-0.178724269,0.077491884,0.013902713
Gombe,11.170659,10.282907,0.862068966,maize,8338-1,50000,0.212529,0.107604163,0.091186376,-0.178724269,0.077491884,0.013902713
Gombe,11.170659,10.282907,0.779310345,maize,8321-21,50000,0.212529,0.107604163,0.091186376,-0.178724269,0.077491884,0.013902713
Gombe,11.170659,10.282907,0.517241379,sorghum,KSY-15,50000,0.212529,0.107604163,0.091186376,-0.178724269,0.077491884,0.013902713
Gombe,11.170659,10.282907,0.468965517,sorghum,SRN-4841,50000,0.212529,0.107604163,0.091186376,-0.178724269,0.077491884,0.013902713
Gombe,11.170659,10.282907,0.013793103,millet,SE302,50000,0.212529,0.107604163,0.091186376,-0.178724269,0.077491884,0.013902713
Gombe,11.170659,10.282907,0.068965517,millet,SE2124,50000,0.212529,0.107604163,0.091186376,-0.178724269,0.077491884,0.013902713
Gumi,5.11558,12.130529,1,maize,8322-13,50000,0.116677748,0.097817695,0.065765664,-0.035031933,0.024861716,0.364414464
Gumi,5.11558,12.130529,0.794871795,maize,8425-8,50000,0.116677748,0.097817695,0.065765664,-0.035031933,0.024861716,0.364414464
Gumi,5.11558,12.130529,0.605128205,maize,8338-1,50000,0.116677748,0.097817695,0.065765664,-0.035031933,0.024861716,0.364414464
Gumi,5.11558,12.130529,0.553846154,maize,8321-21,50000,0.116677748,0.097817695,0.065765664,-0.035031933,0.024861716,0.364414464
Gumi,5.11558,12.130529,0.907692308,sorghum,KSY-15,50000,0.116677748,0.097817695,0.065765664,-0.035031933,0.024861716,0.364414464
Gumi,5.11558,12.130529,0.220512821,sorghum,SRN-4841,50000,0.116677748,0.097817695,0.065765664,-0.035031933,0.024861716,0.364414464
Gumi,5.11558,12.130529,0.01025641,millet,SE302,50000,0.116677748,0.097817695,0.065765664,-0.035031933,0.024861716,0.364414464
Gumi,5.11558,12.130529,0.025641026,millet,SE2124,50000,0.116677748,0.097817695,0.065765664,-0.035031933,0.024861716,0.364414464
Gwoza,13.695827,11.077483,0.807142857,maize,8322-13,50000,0.24084211,0.10015277,0.142174923,-0.011497579,0.176732043,0.168177913
Gwoza,13.695827,11.077483,1,maize,8425-8,50000,0.24084211,0.10015277,0.142174923,-0.011497579,0.176732043,0.168177913
Gwoza,13.695827,11.077483,0.907142857,maize,8338-1,50000,0.24084211,0.10015277,0.142174923,-0.011497579,0.176732043,0.168177913
Gwoza,13.695827,11.077483,0.928571429,maize,8321-21,50000,0.24084211,0.10015277,0.142174923,-0.011497579,0.176732043,0.168177913
Gwoza,13.695827,11.077483,0.95,sorghum,KSY-15,50000,0.24084211,0.10015277,0.142174923,-0.011497579,0.176732043,0.168177913
Gwoza,13.695827,11.077483,0.514285714,sorghum,SRN-4841,50000,0.24084211,0.10015277,0.142174923,-0.011497579,0.176732043,0.168177913
Gwoza,13.695827,11.077483,0.228571429,millet,SE302,50000,0.24084211,0.10015277,0.142174923,-0.011497579,0.176732043,0.168177913
Gwoza,13.695827,11.077483,0,millet,SE2124,50000,0.24084211,0.10015277,0.142174923,-0.011497579,0.176732043,0.168177913
Jibiya,7.061331,12.867239,0.368,maize,8322-13,50000,0.129149547,0.154666537,0.122862244,-0.137383086,-0.251000458,0.109619245
Jibiya,7.061331,12.867239,0.488,maize,8425-8,50000,0.129149547,0.154666537,0.122862244,-0.137383086,-0.251000458,0.109619245
Jibiya,7.061331,12.867239,1,maize,8338-1,50000,0.129149547,0.154666537,0.122862244,-0.137383086,-0.251000458,0.109619245
Jibiya,7.061331,12.867239,0.448,maize,8321-21,50000,0.129149547,0.154666537,0.122862244,-0.137383086,-0.251000458,0.109619245
Jibiya,7.061331,12.867239,0.292,sorghum,KSY-15,50000,0.129149547,0.154666537,0.122862244,-0.137383086,-0.251000458,0.109619245
Jibiya,7.061331,12.867239,0.212,sorghum,SRN-4841,50000,0.129149547,0.154666537,0.122862244,-0.137383086,-0.251000458,0.109619245
Jibiya,7.061331,12.867239,0,millet,SE302,50000,0.129149547,0.154666537,0.122862244,-0.137383086,-0.251000458,0.109619245
Jibiya,7.061331,12.867239,0,millet,SE2124,50000,0.129149547,0.154666537,0.122862244,-0.137383086,-0.251000458,0.109619245
Kamboinse,-1.552899,12.461239,0.336565097,sorghum,IS-5603,50000,0.085963616,0.05702094,0.034568426,0.001778702,0.043795246,0.447293673
Kamboinse,-1.552899,12.461239,0.602493075,sorghum,SRN-4841,50000,0.085963616,0.05702094,0.034568426,0.001778702,0.043795246,0.447293673
Kamboinse,-1.552899,12.461239,0.232686981,sorghum,N-13,50000,0.085963616,0.05702094,0.034568426,0.001778702,0.043795246,0.447293673
Kamboinse,-1.552899,12.461239,1,sorghum,CK-60B,50000,0.085963616,0.05702094,0.034568426,0.001778702,0.043795246,0.447293673
Kamboinse,-1.552899,12.461239,0.677285319,sorghum,1202B,50000,0.085963616,0.05702094,0.034568426,0.001778702,0.043795246,0.447293673
Kamboinse,-1.552899,12.461239,0.691135734,sorghum,2219B,50000,0.085963616,0.05702094,0.034568426,0.001778702,0.043795246,0.447293673
Kamboinse,-1.552899,12.461239,0.127423823,millet,B-282,50000,0.085963616,0.05702094,0.034568426,0.001778702,0.043795246,0.447293673
Kamboinse,-1.552899,12.461239,0.084487535,millet,Ex-Bomu,50000,0.085963616,0.05702094,0.034568426,0.001778702,0.043795246,0.447293673
Kamboinse,-1.552899,12.461239,0.084487535,millet,J-104,50000,0.085963616,0.05702094,0.034568426,0.001778702,0.043795246,0.447293673
Kamboinse,-1.552899,12.461239,0.391966759,millet,D2-Comp,50000,0.085963616,0.05702094,0.034568426,0.001778702,0.043795246,0.447293673
Kamboinse,-1.552899,12.461239,0.127423823,millet,CIVT-II,50000,0.085963616,0.05702094,0.034568426,0.001778702,0.043795246,0.447293673
Kamboinse,-1.552899,12.461239,0.084487535,maize,D-771,50000,0.085963616,0.05702094,0.034568426,0.001778702,0.043795246,0.447293673
Kamboinse,-1.552899,12.461239,0.110803324,maize,Diara,50000,0.085963616,0.05702094,0.034568426,0.001778702,0.043795246,0.447293673
Kamboinse,-1.552899,12.461239,0.110803324,maize,Syn-B23,50000,0.085963616,0.05702094,0.034568426,0.001778702,0.043795246,0.447293673
Kamboinse,-1.552899,12.461239,0.110803324,maize,L-4,50000,0.085963616,0.05702094,0.034568426,0.001778702,0.043795246,0.447293673
Kankia,7.783579,12.427128,0.337837838,maize,8322-13,50000,0.185200356,0.112725743,0.119717923,-0.217467475,-0.143487097,-0.065511177
Kankia,7.783579,12.427128,0.382882883,maize,8425-8,50000,0.185200356,0.112725743,0.119717923,-0.217467475,-0.143487097,-0.065511177
Kankia,7.783579,12.427128,1,maize,8338-1,50000,0.185200356,0.112725743,0.119717923,-0.217467475,-0.143487097,-0.065511177
Kankia,7.783579,12.427128,0.666666667,maize,8321-21,50000,0.185200356,0.112725743,0.119717923,-0.217467475,-0.143487097,-0.065511177
Kankia,7.783579,12.427128,0.527027027,sorghum,KSY-15,50000,0.185200356,0.112725743,0.119717923,-0.217467475,-0.143487097,-0.065511177
Kankia,7.783579,12.427128,0.346846847,sorghum,SRN-4841,50000,0.185200356,0.112725743,0.119717923,-0.217467475,-0.143487097,-0.065511177
Kankia,7.783579,12.427128,0.292792793,millet,SE302,50000,0.185200356,0.112725743,0.119717923,-0.217467475,-0.143487097,-0.065511177
Kankia,7.783579,12.427128,0.238738739,millet,SE2124,50000,0.185200356,0.112725743,0.119717923,-0.217467475,-0.143487097,-0.065511177
Kazgail,30.16666667,12.08333333,1,sorghum,NA,50000,0.141230905,0.203736014,0.099044791,-0.162759809,0.251098288,0.309757144
Kazgail,30.16666667,12.08333333,0.5,millet,NA,50000,0.141230905,0.203736014,0.099044791,-0.162759809,0.251098288,0.309757144
Kobo,39.63702,12.149681,0.615097856,sorghum,IS-5603,50000,0.155057862,0.15136992,0.206275809,-0.332836664,0.022114536,0.106849905
Kobo,39.63702,12.149681,0.272134203,sorghum,SRN-4841,50000,0.155057862,0.15136992,0.206275809,-0.332836664,0.022114536,0.106849905
Kobo,39.63702,12.149681,0.624417521,sorghum,N-13,50000,0.155057862,0.15136992,0.206275809,-0.332836664,0.022114536,0.106849905
Kobo,39.63702,12.149681,0.783783784,sorghum,CK-60B,50000,0.155057862,0.15136992,0.206275809,-0.332836664,0.022114536,0.106849905
Kobo,39.63702,12.149681,1,sorghum,1202B,50000,0.155057862,0.15136992,0.206275809,-0.332836664,0.022114536,0.106849905
Kobo,39.63702,12.149681,0.797763281,sorghum,2219B,50000,0.155057862,0.15136992,0.206275809,-0.332836664,0.022114536,0.106849905
Kobo,39.63702,12.149681,0.069897484,millet,B-282,50000,0.155057862,0.15136992,0.206275809,-0.332836664,0.022114536,0.106849905
Kobo,39.63702,12.149681,0.100652377,millet,Ex-Bomu,50000,0.155057862,0.15136992,0.206275809,-0.332836664,0.022114536,0.106849905
Kobo,39.63702,12.149681,0.056849953,millet,J-104,50000,0.155057862,0.15136992,0.206275809,-0.332836664,0.022114536,0.106849905
Kobo,39.63702,12.149681,0.069897484,millet,D2-Comp,50000,0.155057862,0.15136992,0.206275809,-0.332836664,0.022114536,0.106849905
Kobo,39.63702,12.149681,0.138863001,maize,D-771,50000,0.155057862,0.15136992,0.206275809,-0.332836664,0.022114536,0.106849905
Kobo,39.63702,12.149681,0.487418453,maize,Diara,50000,0.155057862,0.15136992,0.206275809,-0.332836664,0.022114536,0.106849905
Kobo,39.63702,12.149681,0.657036347,maize,Syn-B23,50000,0.155057862,0.15136992,0.206275809,-0.332836664,0.022114536,0.106849905
Kobo,39.63702,12.149681,0.399813607,maize,L-4,50000,0.155057862,0.15136992,0.206275809,-0.332836664,0.022114536,0.106849905
Maradi,7.103067,13.506128,0.084604716,sorghum,IS-5603,50000,0.096683722,0.120835047,0.099591606,-0.008155254,-0.346509682,0.053422931
Maradi,7.103067,13.506128,0.145631068,sorghum,SRN-4841,50000,0.096683722,0.120835047,0.099591606,-0.008155254,-0.346509682,0.053422931
Maradi,7.103067,13.506128,0.084604716,sorghum,N-13,50000,0.096683722,0.120835047,0.099591606,-0.008155254,-0.346509682,0.053422931
Maradi,7.103067,13.506128,0.13592233,sorghum,CK-60B,50000,0.096683722,0.120835047,0.099591606,-0.008155254,-0.346509682,0.053422931
Maradi,7.103067,13.506128,0.116504854,sorghum,1202B,50000,0.096683722,0.120835047,0.099591606,-0.008155254,-0.346509682,0.053422931
Maradi,7.103067,13.506128,0.155339806,sorghum,2219B,50000,0.096683722,0.120835047,0.099591606,-0.008155254,-0.346509682,0.053422931
Maradi,7.103067,13.506128,0.588072122,millet,B-282,50000,0.096683722,0.120835047,0.099591606,-0.008155254,-0.346509682,0.053422931
Maradi,7.103067,13.506128,0.485436893,millet,Ex-Bomu,50000,0.096683722,0.120835047,0.099591606,-0.008155254,-0.346509682,0.053422931
Maradi,7.103067,13.506128,0.104022191,millet,J-104,50000,0.096683722,0.120835047,0.099591606,-0.008155254,-0.346509682,0.053422931
Maradi,7.103067,13.506128,1,millet,D2-Comp,50000,0.096683722,0.120835047,0.099591606,-0.008155254,-0.346509682,0.053422931
Maradi,7.103067,13.506128,0.78779473,millet,CIVT-II,50000,0.096683722,0.120835047,0.099591606,-0.008155254,-0.346509682,0.053422931
Maradi,7.103067,13.506128,0.117891817,maize,D-771,50000,0.096683722,0.120835047,0.099591606,-0.008155254,-0.346509682,0.053422931
Maradi,7.103067,13.506128,0.104022191,maize,Diara,50000,0.096683722,0.120835047,0.099591606,-0.008155254,-0.346509682,0.053422931
Maradi,7.103067,13.506128,0.525658807,maize,Syn-B23,50000,0.096683722,0.120835047,0.099591606,-0.008155254,-0.346509682,0.053422931
Maradi,7.103067,13.506128,0.310679612,maize,L-4,50000,0.096683722,0.120835047,0.099591606,-0.008155254,-0.346509682,0.053422931
Mintimbougou,-7.956554,12.614931,0.248478702,sorghum,IS-5603,50000,0.156858075,0.054648268,0.067665652,-0.013898567,0.092663495,0.197840276
Mintimbougou,-7.956554,12.614931,0.684584178,sorghum,SRN-4841,50000,0.156858075,0.054648268,0.067665652,-0.013898567,0.092663495,0.197840276
Mintimbougou,-7.956554,12.614931,0.248478702,sorghum,N-13,50000,0.156858075,0.054648268,0.067665652,-0.013898567,0.092663495,0.197840276
Mintimbougou,-7.956554,12.614931,1,sorghum,CK-60B,50000,0.156858075,0.054648268,0.067665652,-0.013898567,0.092663495,0.197840276
Mintimbougou,-7.956554,12.614931,0.345841785,sorghum,1202B,50000,0.156858075,0.054648268,0.067665652,-0.013898567,0.092663495,0.197840276
Mintimbougou,-7.956554,12.614931,0.594320487,sorghum,2219B,50000,0.156858075,0.054648268,0.067665652,-0.013898567,0.092663495,0.197840276
Mintimbougou,-7.956554,12.614931,0.690669371,millet,B-282,50000,0.156858075,0.054648268,0.067665652,-0.013898567,0.092663495,0.197840276
Mintimbougou,-7.956554,12.614931,0.72515213,millet,Ex-Bomu,50000,0.156858075,0.054648268,0.067665652,-0.013898567,0.092663495,0.197840276
Mintimbougou,-7.956554,12.614931,0.364097363,millet,J-104,50000,0.156858075,0.054648268,0.067665652,-0.013898567,0.092663495,0.197840276
Mintimbougou,-7.956554,12.614931,0.776876268,millet,D2-Comp,50000,0.156858075,0.054648268,0.067665652,-0.013898567,0.092663495,0.197840276
Mintimbougou,-7.956554,12.614931,0.918864097,millet,CIVT-II,50000,0.156858075,0.054648268,0.067665652,-0.013898567,0.092663495,0.197840276
Mintimbougou,-7.956554,12.614931,0.109533469,maize,D-771,50000,0.156858075,0.054648268,0.067665652,-0.013898567,0.092663495,0.197840276
Mintimbougou,-7.956554,12.614931,0.137931034,maize,Diara,50000,0.156858075,0.054648268,0.067665652,-0.013898567,0.092663495,0.197840276
Mintimbougou,-7.956554,12.614931,0.165314402,maize,Syn-B23,50000,0.156858075,0.054648268,0.067665652,-0.013898567,0.092663495,0.197840276
Mintimbougou,-7.956554,12.614931,0.109533469,maize,L-4,50000,0.156858075,0.054648268,0.067665652,-0.013898567,0.092663495,0.197840276
Mokwa,5.056659,9.2894,0.292134831,maize,8322-13,50000,0.121124314,0.099732504,0.101233135,-0.179600141,0.039491693,-0.295972607
Mokwa,5.056659,9.2894,1,maize,8425-8,50000,0.121124314,0.099732504,0.101233135,-0.179600141,0.039491693,-0.295972607
